
[00:00:00.000 --> 00:00:05.000]   [MUSIC]
[00:51:53.480 --> 00:51:55.080]   that's like a very practical UX, right?
[00:51:55.080 --> 00:51:57.480]   Like, I do think with things like cascade
[00:51:57.480 --> 00:51:58.400]   in these agentics systems,
[00:51:58.400 --> 00:52:00.800]   like we are starting to get onto powerful.
[00:52:00.800 --> 00:52:02.760]   'Cause like, there's so many pieces,
[00:52:02.760 --> 00:52:04.360]   like from a UX perspective,
[00:52:04.360 --> 00:52:05.560]   that make cascade really good.
[00:52:05.560 --> 00:52:08.040]   Like, it's really like micro things
[00:52:08.040 --> 00:52:09.680]   that are like just all over the place.
[00:52:09.680 --> 00:52:11.520]   But as, you know, we're streaming in,
[00:52:11.520 --> 00:52:12.800]   we're showing like the changes.
[00:52:12.800 --> 00:52:15.560]   We're like allowing you to jump in open diffs and see it.
[00:52:15.560 --> 00:52:17.440]   We can run background terminal commands.
[00:52:17.440 --> 00:52:20.160]   We can see what's running background processes are running.
[00:52:20.160 --> 00:52:22.240]   Like, there's all these small UX things
[00:52:22.240 --> 00:52:25.600]   that together come to a really powerful and intuitive UX.
[00:52:25.600 --> 00:52:27.480]   I think we're starting to get there.
[00:52:27.480 --> 00:52:29.520]   It's definitely just a start.
[00:52:29.520 --> 00:52:30.640]   And that's why we're so excited
[00:52:30.640 --> 00:52:32.240]   about where all this is going to go.
[00:52:32.240 --> 00:52:33.760]   I think we're starting to see the glimpse of it.
[00:52:33.760 --> 00:52:34.680]   I'm excited.
[00:52:34.680 --> 00:52:36.200]   It's going to be a whole new blog, yeah.
[00:52:36.200 --> 00:52:37.480]   - Yeah, awesome.
[00:52:37.480 --> 00:52:39.360]   First of all, it's just been really nice to work with you.
[00:52:39.360 --> 00:52:43.120]   It's, you know, I do work with a number of guest posters
[00:52:43.120 --> 00:52:45.520]   and, you know, not everyone makes it through the city end
[00:52:45.520 --> 00:52:47.280]   and nobody else has done it three times.
[00:52:47.280 --> 00:52:48.960]   So kudos.
[00:52:48.960 --> 00:52:50.560]   - We remember Patrick.
[00:52:50.560 --> 00:52:55.160]   - This one was more like the money one, which, you know,
[00:52:55.160 --> 00:52:57.840]   it's funny because I think the developers are like
[00:52:57.840 --> 00:52:59.960]   quite uninterested in money.
[00:52:59.960 --> 00:53:01.200]   Isn't it weird?
[00:53:01.200 --> 00:53:02.360]   - Yeah, I mean, I think like,
[00:53:02.360 --> 00:53:04.640]   I don't know if this is just the nature of our company.
[00:53:04.640 --> 00:53:06.720]   Like, I think there's something we said, like,
[00:53:06.720 --> 00:53:08.360]   there's all like the San Francisco AI companies.
[00:53:08.360 --> 00:53:10.200]   And like everyone's like hyping each other like on the tech
[00:53:10.200 --> 00:53:11.040]   and everything, which is like great.
[00:53:11.040 --> 00:53:12.120]   The tech's really important.
[00:53:12.120 --> 00:53:14.200]   We're here in Mountain View, beautiful office.
[00:53:14.200 --> 00:53:15.680]   - We just really care about like actually
[00:53:15.680 --> 00:53:17.440]   driving down here to keep running,
[00:53:17.440 --> 00:53:20.600]   which is kind of like a core part of the company.
[00:53:20.600 --> 00:53:23.240]   - I think maybe the selfish way of saying that
[00:53:23.240 --> 00:53:25.240]   or like a little more of the selfless way is like,
[00:53:25.240 --> 00:53:29.000]   yeah, we can be kind of like this VC funded company forever.
[00:53:29.000 --> 00:53:30.680]   But ultimately speaking, you know,
[00:53:30.680 --> 00:53:33.360]   if we actually want to transform the way software happens,
[00:53:33.360 --> 00:53:36.080]   we need this part of the business that's cash-renewative
[00:53:36.080 --> 00:53:38.400]   that enables us to actually invest tremendously
[00:53:38.400 --> 00:53:41.240]   in the software and that needs to be durable cash,
[00:53:41.240 --> 00:53:43.360]   be cash that like churns the next year.
[00:53:43.360 --> 00:53:46.200]   And we want to set ourselves up to be a company
[00:53:46.200 --> 00:53:49.840]   that is durable and can actually solve these problems.
[00:53:49.840 --> 00:53:50.680]   - Yeah, yeah, excellent.
[00:53:50.680 --> 00:53:53.080]   So for people, obviously we're going to link in the show notes
[00:53:53.080 --> 00:53:56.800]   but for people who are listening to this for the first time,
[00:53:56.800 --> 00:53:59.120]   but I had a lot of trouble naming this piece.
[00:53:59.120 --> 00:54:01.000]   So we originally called it,
[00:54:01.000 --> 00:54:03.240]   you had like how to make money something.
[00:54:03.240 --> 00:54:06.000]   - I, it was super pretty.
[00:54:06.000 --> 00:54:08.600]   - I apologize, I was super pretty.
[00:54:08.600 --> 00:54:10.720]   I was, I think I was like ready for that thing,
[00:54:10.720 --> 00:54:12.000]   like on a plane flight.
[00:54:12.000 --> 00:54:12.840]   - So I apologize for that.
[00:54:12.840 --> 00:54:14.120]   - No, you had like three dollars in the candle.
[00:54:14.120 --> 00:54:15.480]   - Oh, I absolutely had three dollars in the candle.
[00:54:15.480 --> 00:54:17.080]   - I was like, I can't do that.
[00:54:17.080 --> 00:54:18.720]   So it's either building it for the enterprise
[00:54:18.720 --> 00:54:20.040]   and then I also said the worst,
[00:54:20.040 --> 00:54:21.720]   the most dangerous thing I can start to do
[00:54:21.720 --> 00:54:22.840]   is build for other AI startups,
[00:54:22.840 --> 00:54:24.760]   which I think both of you will go sign.
[00:54:24.760 --> 00:54:26.640]   And I think basically the main thesis
[00:54:26.640 --> 00:54:29.120]   which I really liked was like go slow to go fast.
[00:54:29.120 --> 00:54:33.040]   Like here's the, if you actually build for like security,
[00:54:33.040 --> 00:54:35.160]   compliance, personalization, usage analytics,
[00:54:35.160 --> 00:54:37.760]   latency budgets and scale from the start,
[00:54:37.760 --> 00:54:40.080]   then you're going to pay that cost now,
[00:54:40.080 --> 00:54:42.320]   but eventually it's going to pay off in the long run.
[00:54:42.320 --> 00:54:46.360]   And this is the actual insight you cannot do this later.
[00:54:46.360 --> 00:54:49.120]   Like if you build the easy thing for us as an MVP,
[00:54:49.120 --> 00:54:50.360]   it's like, yeah, I like just ship it
[00:54:50.360 --> 00:54:52.520]   with like whatever is easy to do.
[00:54:52.520 --> 00:54:55.240]   And then you tack on the enterpriseready.io
[00:54:55.240 --> 00:54:57.160]   set of like 12 things that you have.
[00:54:57.160 --> 00:54:58.640]   You actually end up with a different product
[00:54:58.640 --> 00:55:00.440]   or you end up worse off
[00:55:00.440 --> 00:55:01.680]   than if you had started from the beginning.
[00:55:01.680 --> 00:55:03.720]   So that I had never heard before.
[00:55:03.720 --> 00:55:05.840]   - Yeah, I mean, we see that like repeatedly.
[00:55:05.840 --> 00:55:08.840]   I mean, just like right now, here we have a lot of customers
[00:55:08.840 --> 00:55:10.440]   and like the defense space, for example,
[00:55:10.440 --> 00:55:11.800]   we're going through, you know,
[00:55:11.800 --> 00:55:13.760]   FedRAMP accreditation right now.
[00:55:13.760 --> 00:55:16.840]   And people that we're working with, they saw like all the fact
[00:55:16.840 --> 00:55:18.960]   like, oh yeah, we already have a containerized system.
[00:55:18.960 --> 00:55:21.240]   We can already like deploy in these manners.
[00:55:21.240 --> 00:55:23.140]   We can already do like, we've already gone through like
[00:55:23.140 --> 00:55:23.980]   security clips.
[00:55:23.980 --> 00:55:25.720]   They're like, oh, you guys are going to have
[00:55:25.720 --> 00:55:27.640]   a much easier time doing this, right?
[00:55:27.640 --> 00:55:29.000]   Then most companies that are just like, okay,
[00:55:29.000 --> 00:55:30.240]   we have like a big SaaS blob
[00:55:30.240 --> 00:55:31.920]   and now we need to like do all these things.
[00:55:31.920 --> 00:55:33.320]   It might sound like a really deep thing.
[00:55:33.320 --> 00:55:34.840]   I think like it's just anyone who's like worked
[00:55:34.840 --> 00:55:36.840]   like, you know, for like an extended period of time
[00:55:36.840 --> 00:55:39.200]   like a company, like on a certain project
[00:55:39.200 --> 00:55:41.320]   has probably seen this happen, right?
[00:55:41.320 --> 00:55:43.280]   Like the technology just keeps on improving.
[00:55:43.280 --> 00:55:45.320]   And then you realize that like you have to have now
[00:55:45.320 --> 00:55:46.640]   like re-architect your whole system
[00:55:46.640 --> 00:55:47.480]   to get something improving.
[00:55:47.480 --> 00:55:49.720]   Like just making that kind of change
[00:55:49.720 --> 00:55:51.520]   when you've invested so much effort.
[00:55:51.520 --> 00:55:53.320]   Like people have like, for an hour,
[00:55:53.320 --> 00:55:54.280]   is there emotionally invested?
[00:55:54.280 --> 00:55:57.200]   Whatever it might be, it's really hard to make that change.
[00:55:57.200 --> 00:55:59.520]   So I'm sure we're going to hit that also.
[00:55:59.520 --> 00:56:02.600]   Like, yes, I think we've done things a little bit earlier
[00:56:02.600 --> 00:56:03.840]   than most companies.
[00:56:03.840 --> 00:56:05.360]   I think we're going to hit points
[00:56:05.360 --> 00:56:06.680]   where we're going to see parts of our systems
[00:56:06.680 --> 00:56:09.080]   where like, we really need to re-architect that actually.
[00:56:09.080 --> 00:56:10.720]   We've definitely hit that already, right?
[00:56:10.720 --> 00:56:13.040]   And I think that's just like at like the project level,
[00:56:13.040 --> 00:56:15.720]   the product level or is that like your whole company?
[00:56:15.720 --> 00:56:17.800]   And I think the thesis behind here is like,
[00:56:17.800 --> 00:56:20.240]   to some degree your company needs to add this DNA
[00:56:20.240 --> 00:56:21.240]   from the beginning.
[00:56:21.240 --> 00:56:23.480]   And I think then you'll be able to go through those bumps
[00:56:23.480 --> 00:56:26.360]   a lot more smoother and be able to drive the valley.
[00:56:26.360 --> 00:56:27.200]   And I've learned--
[00:56:27.200 --> 00:56:28.760]   - Yeah, can I say two points?
[00:56:28.760 --> 00:56:31.040]   So first point I'd like to say is,
[00:56:31.040 --> 00:56:32.160]   this is something that me and Douglas
[00:56:32.160 --> 00:56:33.720]   might co-founder talk about a lot.
[00:56:33.720 --> 00:56:36.880]   It's like, there's this constant thing of like build versus buy.
[00:56:36.880 --> 00:56:38.720]   I think the answer is like, a lot of the time
[00:56:38.720 --> 00:56:39.920]   the answer should be buy, right?
[00:56:39.920 --> 00:56:41.880]   Like, we're not going to go build our own sales tool.
[00:56:41.880 --> 00:56:43.400]   Should go buy a sales source, right?
[00:56:43.400 --> 00:56:44.280]   That's kind of dumb.
[00:56:44.280 --> 00:56:45.400]   That's undifferentiated.
[00:56:45.400 --> 00:56:48.120]   And the reason why you go with buy instead of build is,
[00:56:48.120 --> 00:56:51.160]   hey, like look, the ROI of what exists out there is good.
[00:56:51.160 --> 00:56:52.920]   From like an opportunity cost standpoint,
[00:56:52.920 --> 00:56:55.160]   it's better to actually go out and buy it
[00:56:55.160 --> 00:56:56.720]   than build it and do a shittier job, right?
[00:56:56.720 --> 00:56:58.080]   There's a company that's actually going out
[00:56:58.080 --> 00:56:59.080]   and focused on that.
[00:56:59.080 --> 00:57:00.480]   But here's the hidden thing that I think
[00:57:00.480 --> 00:57:02.720]   is like really important when you go out and buy.
[00:57:02.720 --> 00:57:04.920]   You're losing a core competency inside the company.
[00:57:04.920 --> 00:57:07.400]   And that's a core competency you can never get.
[00:57:07.400 --> 00:57:09.760]   Or it's very hard, like startups are so limited on time.
[00:57:09.760 --> 00:57:11.960]   Let me just say, like, let's say as a company,
[00:57:11.960 --> 00:57:15.160]   we did not invest in our model inference.
[00:57:15.160 --> 00:57:17.600]   Yeah, we have like a custom inference runtime.
[00:57:17.600 --> 00:57:18.720]   We give that up right now.
[00:57:18.720 --> 00:57:20.320]   We will never get it back.
[00:57:20.320 --> 00:57:22.360]   It's going to be very hard to get it back, right?
[00:57:22.360 --> 00:57:25.000]   - You can't just use VLM and tell us our deal.
[00:57:25.000 --> 00:57:27.000]   - I mean, that would be our only option.
[00:57:27.000 --> 00:57:29.160]   - Or just let me put it, if we use VLM,
[00:57:29.160 --> 00:57:31.120]   we would not be talking with you right now.
[00:57:31.120 --> 00:57:32.760]   Like, yeah, we would have, we would have, yeah.
[00:57:32.760 --> 00:57:35.120]   But the point is, there's more a question of like,
[00:57:35.120 --> 00:57:36.400]   like, you know, I tried to think about it
[00:57:36.400 --> 00:57:37.240]   from first minutes was like,
[00:57:37.240 --> 00:57:38.760]   Google's a great company makes a lot of money.
[00:57:38.760 --> 00:57:40.520]   What happens if they actually made the search index
[00:57:40.520 --> 00:57:42.400]   of the product something that someone else built for them?
[00:57:42.400 --> 00:57:43.240]   It's like, they could.
[00:57:43.240 --> 00:57:45.040]   Maybe someone else could have done a good job.
[00:57:45.040 --> 00:57:46.640]   Maybe that's like a bad example.
[00:57:46.640 --> 00:57:49.240]   But like, particularly because Google is a search index,
[00:57:49.240 --> 00:57:51.760]   but like, tough luck getting that core competency back.
[00:57:51.760 --> 00:57:53.040]   You've lost it, right?
[00:57:53.040 --> 00:57:54.920]   And I think for us, it's more a question of like,
[00:57:54.920 --> 00:57:57.640]   what core competencies do we need inside the business?
[00:57:57.640 --> 00:57:59.320]   And yeah, like sometimes it's painful.
[00:57:59.320 --> 00:58:01.200]   Like sometimes actually like some of these core competencies
[00:58:01.200 --> 00:58:03.200]   that are annoying, sometimes we'll be behind,
[00:58:03.200 --> 00:58:04.720]   behind what exists out there, right?
[00:58:04.720 --> 00:58:05.840]   And we need, just to be very honest,
[00:58:05.840 --> 00:58:08.240]   that's where the true seekingness of the company matters.
[00:58:08.240 --> 00:58:11.440]   Like, are we really honest about this core competency?
[00:58:11.440 --> 00:58:12.640]   Can we actually keep up?
[00:58:12.640 --> 00:58:14.200]   The answer is we truly can't keep up
[00:58:14.200 --> 00:58:15.280]   than why are we keeping up with this right?
[00:58:15.280 --> 00:58:16.560]   We should just buy, right?
[00:58:16.560 --> 00:58:17.680]   Like, let's not build.
[00:58:17.680 --> 00:58:19.320]   The answer is we can and we think that this will
[00:58:19.320 --> 00:58:21.320]   differentially make our company a better company
[00:58:21.320 --> 00:58:23.560]   in the long term than the answers we need to.
[00:58:23.560 --> 00:58:25.520]   We need to because like, the race is not one
[00:58:25.520 --> 00:58:26.360]   in the next year.
[00:58:26.360 --> 00:58:28.080]   The race is one over the next like five, 10 years, right?
[00:58:28.080 --> 00:58:29.200]   Maybe even longer, right?
[00:58:29.200 --> 00:58:30.560]   So that's like, that's maybe one thing.
[00:58:30.560 --> 00:58:32.560]   And then the second thing actually from like
[00:58:32.560 --> 00:58:33.720]   the enterprise standpoint,
[00:58:33.720 --> 00:58:36.280]   I think one of the unique parts of the company is now is
[00:58:36.280 --> 00:58:38.160]   we have like both this individual and enterprise
[00:58:38.160 --> 00:58:40.520]   that usually companies stick to one or the other.
[00:58:40.520 --> 00:58:42.760]   And I think that needs to be part of the DNA,
[00:58:42.760 --> 00:58:45.200]   I think kind of early on in the company as, as UNTRL said,
[00:58:45.200 --> 00:58:47.240]   I mean, there's stories of companies like Dropbox
[00:58:47.240 --> 00:58:50.160]   and stuff that tried and Dropbox is an amazing company,
[00:58:50.160 --> 00:58:52.760]   fantastic company that one of the fastest growing
[00:58:52.760 --> 00:58:54.240]   consumer companies of all time,
[00:58:54.240 --> 00:58:56.720]   consumer more on the software company of all time.
[00:58:56.720 --> 00:58:58.640]   But yeah, like when you have everyone sort of
[00:58:58.640 --> 00:59:00.360]   product oriented on the consumer side,
[00:59:00.360 --> 00:59:03.720]   the enterprise is just, it's checking off a lot of boxes
[00:59:03.720 --> 00:59:06.800]   that ultimately do not help the consumer at all,
[00:59:06.800 --> 00:59:08.240]   doesn't help your growth metrics.
[00:59:08.240 --> 00:59:10.280]   And effectively, if the original group of people
[00:59:10.280 --> 00:59:12.960]   didn't care, it's incredibly hard to get them to care
[00:59:12.960 --> 00:59:14.480]   down the line, right?
[00:59:14.480 --> 00:59:16.080]   It's incredibly hard, why do it?
[00:59:16.080 --> 00:59:17.840]   And you need to feel like, hey, this is like,
[00:59:17.840 --> 00:59:20.760]   this is an important part for the company's viability.
[00:59:20.760 --> 00:59:22.880]   So I think that there's a little bit of like
[00:59:22.880 --> 00:59:24.040]   the build versus buy part.
[00:59:24.040 --> 00:59:26.320]   And then also like the cultural DNA of the company
[00:59:26.320 --> 00:59:27.720]   that I think are both really important.
[00:59:27.720 --> 00:59:29.720]   And yeah, it's something we think about all the time.
[00:59:29.720 --> 00:59:32.040]   - I have the privilege of being friends with you guys
[00:59:32.040 --> 00:59:32.880]   off the air.
[00:59:32.880 --> 00:59:35.480]   I don't feel like, I think I know your work history,
[00:59:35.480 --> 00:59:37.200]   it's like you say cultural DNA,
[00:59:37.200 --> 00:59:39.760]   but like it's not like you've built like giant enterprise
[00:59:39.760 --> 00:59:41.640]   SaaS before, right?
[00:59:41.640 --> 00:59:44.040]   - Yeah, I think, yeah.
[00:59:44.040 --> 00:59:46.080]   - So like where are you getting this from?
[00:59:46.080 --> 00:59:49.960]   - Yeah, in fact, in fact, I think the only other sort of,
[00:59:49.960 --> 00:59:52.600]   I guess like, when I look at my previous internships,
[00:59:52.600 --> 00:59:54.280]   maybe Anshul can provide some context here,
[00:59:54.280 --> 00:59:56.120]   it's like, I worked at like LinkedIn
[00:59:56.120 --> 00:59:57.320]   and then Cora and then Databricks.
[00:59:57.320 --> 00:59:59.280]   And to be honest, like, I was not that interested
[00:59:59.280 --> 01:00:01.480]   in B2B ETL software that much.
[01:00:01.480 --> 01:00:03.440]   That's not what drives me when I wake up at night.
[01:00:03.440 --> 01:00:05.040]   So because of that, because of that,
[01:00:05.040 --> 01:00:07.520]   I decided to go work at an autonomous vehicle company
[01:00:07.520 --> 01:00:08.400]   immediately after.
[01:00:08.400 --> 01:00:11.320]   I think part of it comes down to maybe a little bit
[01:00:11.320 --> 01:00:12.800]   of the unique aspect of the company.
[01:00:12.800 --> 01:00:15.280]   And the fact that we pivoted as a company is like,
[01:00:15.280 --> 01:00:18.320]   we want to, we want to be a durable company.
[01:00:18.320 --> 01:00:19.200]   And then the question is,
[01:00:19.200 --> 01:00:20.680]   how do you work backwards from that?
[01:00:20.680 --> 01:00:22.280]   There's a lot of things about being very honest
[01:00:22.280 --> 01:00:24.160]   about what we're good at and what we're not good at.
[01:00:24.160 --> 01:00:26.600]   Like, I think surprisingly, enterprise sales is like,
[01:00:26.600 --> 01:00:27.480]   not something that like,
[01:00:27.480 --> 01:00:29.200]   it came out of the womb knowing how to do.
[01:00:29.200 --> 01:00:30.120]   I didn't really know.
[01:00:30.120 --> 01:00:31.360]   And because of that, like,
[01:00:31.360 --> 01:00:33.320]   obviously like a lot of sales happened
[01:00:33.320 --> 01:00:34.800]   between sort of folks like Anshul
[01:00:34.800 --> 01:00:37.080]   and I helping partner with companies,
[01:00:37.080 --> 01:00:39.320]   but very soon we hired actually a VP of sales
[01:00:39.320 --> 01:00:41.000]   and we've actually been deeply involved
[01:00:41.000 --> 01:00:42.280]   in the process of scaling out
[01:00:42.280 --> 01:00:43.800]   like a large good market team.
[01:00:43.800 --> 01:00:45.760]   And I think it's more a question of like,
[01:00:45.760 --> 01:00:47.040]   what matters to the company
[01:00:47.040 --> 01:00:48.280]   and how do you actually go out and build it?
[01:00:48.280 --> 01:00:50.080]   And I think one of the people that I think about a lot
[01:00:50.080 --> 01:00:51.680]   actually is someone like Alex White.
[01:00:51.680 --> 01:00:52.600]   He dropped out of college.
[01:00:52.600 --> 01:00:54.440]   He was a year younger than I said at MIT.
[01:00:54.440 --> 01:00:57.600]   And he has figured out how to constantly change
[01:00:57.600 --> 01:00:58.760]   the direction of the company.
[01:00:58.760 --> 01:01:00.240]   Effectively, it starts out as like,
[01:01:00.240 --> 01:01:01.640]   you know, human task interface
[01:01:01.640 --> 01:01:03.120]   than an AV labeling company,
[01:01:03.120 --> 01:01:04.360]   then a cataloging company,
[01:01:04.360 --> 01:01:06.560]   then now a generative AI labeling company.
[01:01:06.560 --> 01:01:08.000]   And every time the revenue of the company
[01:01:08.000 --> 01:01:09.200]   kind of goes up by a factor of 10,
[01:01:09.200 --> 01:01:10.680]   even though the business is doing something
[01:01:10.680 --> 01:01:11.520]   largely different.
[01:01:11.520 --> 01:01:12.360]   - I mean, now it's all about military contracts.
[01:01:12.360 --> 01:01:13.440]   - Yeah, now it's probably gonna be military.
[01:01:13.440 --> 01:01:15.040]   And then after that, it might be taking over the world.
[01:01:15.040 --> 01:01:17.440]   Like, he's just gonna keep increasing the stakes.
[01:01:17.440 --> 01:01:19.960]   And like, there's no playbook on how this really works.
[01:01:19.960 --> 01:01:22.360]   It's just a little bit of like, you know,
[01:01:22.360 --> 01:01:26.040]   solve a hard problem and work backwards from that, right?
[01:01:26.040 --> 01:01:27.280]   - And we'll get lucky along the way.
[01:01:27.280 --> 01:01:28.480]   Like, I don't think like,
[01:01:28.480 --> 01:01:30.560]   you think everything from first principles
[01:01:30.560 --> 01:01:31.560]   to the best of our abilities,
[01:01:31.560 --> 01:01:34.400]   but there's just so many variable unknowns that,
[01:01:34.400 --> 01:01:36.640]   yeah, like, we don't know everything that's happening
[01:01:36.640 --> 01:01:37.960]   and every company out there
[01:01:37.960 --> 01:01:40.200]   and everyone knows how fast AI space is moving.
[01:01:40.200 --> 01:01:42.800]   Like, we have to be pretty, pretty good at adopting.
[01:01:42.800 --> 01:01:44.120]   - I wanna double click on one thing,
[01:01:44.120 --> 01:01:45.720]   just because you brought it up
[01:01:45.720 --> 01:01:48.200]   and it's like a rare thing to touch on VPS sales.
[01:01:48.200 --> 01:01:50.280]   - We don't get to, actually, we talked to pretty early stage
[01:01:50.280 --> 01:01:51.120]   founders most day.
[01:01:51.120 --> 01:01:54.080]   They don't usually have a pretty built-out sales function.
[01:01:54.080 --> 01:01:58.560]   Advice, what kind of sales works in this kind of field?
[01:01:58.560 --> 01:02:00.080]   You know, what didn't work?
[01:02:00.080 --> 01:02:02.120]   You know, anything you can share with other founders.
[01:02:02.120 --> 01:02:04.560]   - I think one of the hard parts about hiring people
[01:02:04.560 --> 01:02:06.840]   in sales, and I really like Graham Unchok
[01:02:06.840 --> 01:02:09.480]   and also a test, like we have amazing VPS sales
[01:02:09.480 --> 01:02:10.320]   at the company.
[01:02:10.320 --> 01:02:12.640]   One of the things is like, if you're purely a developer,
[01:02:12.640 --> 01:02:16.080]   salespeople, their job is to like talk like really well
[01:02:16.080 --> 01:02:19.200]   from and proper. I mean, very obvious if you hear like me talk,
[01:02:19.200 --> 01:02:20.880]   like I'm not a very polished person.
[01:02:20.880 --> 01:02:22.320]   - You're pretty, by the way, I don't know that.
[01:02:22.320 --> 01:02:25.880]   - Or compared to most pure, pure salespeople.
[01:02:25.880 --> 01:02:29.240]   So actually just checking based on the way they speak
[01:02:29.240 --> 01:02:30.240]   is not that interesting.
[01:02:30.240 --> 01:02:32.520]   I think like, you know, what matters in a space like ours
[01:02:32.520 --> 01:02:34.880]   that is very quickly, moving very quickly,
[01:02:34.880 --> 01:02:36.560]   I think it's like intellectual curiosity
[01:02:36.560 --> 01:02:38.840]   is very important, intellectual horsepower,
[01:02:38.840 --> 01:02:41.360]   understanding how to build a factory.
[01:02:41.360 --> 01:02:42.520]   I'm not trying to minimize it,
[01:02:42.520 --> 01:02:45.360]   but in some ways, scales, you need to build something
[01:02:45.360 --> 01:02:47.640]   incredibly scalable here, right?
[01:02:47.640 --> 01:02:49.720]   It's almost like every year you're kind of making
[01:02:49.720 --> 01:02:52.920]   this factory twice, thrice, maybe as big, right?
[01:02:52.920 --> 01:02:54.120]   Because in some ways, you have people
[01:02:54.120 --> 01:02:56.600]   that are quarter carrying, you need some number of people
[01:02:56.600 --> 01:02:57.840]   and you need to make the math work.
[01:02:57.840 --> 01:03:00.000]   And you actually, the process of building a factory
[01:03:00.000 --> 01:03:01.560]   is not something you can just take someone
[01:03:01.560 --> 01:03:03.240]   who is a great rep at another company
[01:03:03.240 --> 01:03:04.400]   and just make them build a factory.
[01:03:04.400 --> 01:03:06.520]   Dave, this is actually a very different skill.
[01:03:06.520 --> 01:03:08.680]   How do you actually make sure you have hundreds of people
[01:03:08.680 --> 01:03:10.040]   that actually deeply understand the product?
[01:03:10.040 --> 01:03:12.120]   Actually, Unchok works very closely also
[01:03:12.120 --> 01:03:14.560]   with sales to make sure that they're enabled properly.
[01:03:14.560 --> 01:03:16.040]   Make sure that they understand the technology.
[01:03:16.040 --> 01:03:18.000]   Our technology is also changing very quickly.
[01:03:18.000 --> 01:03:20.080]   Let's maybe take an example on how our company
[01:03:20.080 --> 01:03:21.880]   is very different than a company like MongoDB.
[01:03:21.880 --> 01:03:23.360]   When you sell a product like MongoDB,
[01:03:23.360 --> 01:03:25.000]   no one at the company is interested
[01:03:25.000 --> 01:03:26.600]   in how the data is being stored.
[01:03:26.600 --> 01:03:27.960]   It's not that interesting, right?
[01:03:27.960 --> 01:03:29.960]   I love databases, I would be interested.
[01:03:29.960 --> 01:03:30.760]   But most people are like,
[01:03:30.760 --> 01:03:32.760]   solve the application problem I have at hand.
[01:03:32.760 --> 01:03:34.960]   People are curious about how our technology works.
[01:03:34.960 --> 01:03:36.600]   People are curious about RAG, right?
[01:03:36.600 --> 01:03:38.160]   People that are buying our technology.
[01:03:38.160 --> 01:03:40.080]   And imagine we had a sales team that is scaling
[01:03:40.080 --> 01:03:42.000]   where no one understands any of this stuff.
[01:03:42.000 --> 01:03:44.120]   We're not gonna be great partners to our customers.
[01:03:44.120 --> 01:03:47.160]   So how do you create almost this growing factory
[01:03:47.160 --> 01:03:49.240]   that is able to actually distribute the software
[01:03:49.240 --> 01:03:51.240]   in a way that is true to our partners?
[01:03:51.240 --> 01:03:52.160]   And also at the same time,
[01:03:52.160 --> 01:03:54.840]   like taking on all the new parts of our product, right?
[01:03:54.840 --> 01:03:56.760]   Like they're actually able to expound
[01:03:56.760 --> 01:03:57.880]   on new parts of our product.
[01:03:57.880 --> 01:04:00.240]   So sorry, that was more a statement
[01:04:00.240 --> 01:04:01.840]   of like building a scalable sales team.
[01:04:01.840 --> 01:04:03.920]   But in terms of like who you hire is,
[01:04:03.920 --> 01:04:05.440]   you just need to have a sense.
[01:04:05.440 --> 01:04:08.000]   Like in some ways, this is maybe an example
[01:04:08.000 --> 01:04:09.280]   of talk to enough people,
[01:04:09.280 --> 01:04:11.440]   find out what good looks like potentially in your category
[01:04:11.440 --> 01:04:12.920]   and find someone who's good and humble
[01:04:12.920 --> 01:04:13.760]   and willing to work with them.
[01:04:13.760 --> 01:04:14.880]   - There's generic hiring.
[01:04:14.880 --> 01:04:16.040]   - There's generic hiring.
[01:04:16.040 --> 01:04:20.480]   - I think here sales, there's sales for AI
[01:04:20.480 --> 01:04:22.280]   or sales for AI infrastructure.
[01:04:22.280 --> 01:04:25.440]   And then there's also the sales feeding into products
[01:04:25.440 --> 01:04:27.480]   in the way that we're talking about here, right?
[01:04:27.480 --> 01:04:29.840]   Where like they basically tell you what they need.
[01:04:29.840 --> 01:04:31.360]   I imagine a lot of that happened.
[01:04:31.360 --> 01:04:32.520]   - I think a lot of that happened.
[01:04:32.520 --> 01:04:35.440]   I mean, I still haven't, actually like ruined myself
[01:04:35.440 --> 01:04:37.480]   and a number of other people who are developers
[01:04:37.480 --> 01:04:38.400]   by trade engineers.
[01:04:38.400 --> 01:04:40.600]   Like we're pretty involved in the sales process
[01:04:40.600 --> 01:04:42.160]   'cause like there's a lot to learn, right?
[01:04:42.160 --> 01:04:45.160]   Like we, before we went out and hired a sales leader,
[01:04:45.160 --> 01:04:47.680]   like yeah, if all we went is like neither of us
[01:04:47.680 --> 01:04:49.960]   had ever done a sale for CoDium in our lives
[01:04:49.960 --> 01:04:51.520]   and we went and tried to find a sales leader,
[01:04:51.520 --> 01:04:53.680]   we probably would have not hired the right person.
[01:04:53.680 --> 01:04:56.200]   - Yeah, we had sold the product to like 30 or 40 customers
[01:04:56.200 --> 01:04:57.040]   of that.
[01:04:57.040 --> 01:04:58.520]   - Like we had done like hundreds and hundreds
[01:04:58.520 --> 01:05:01.480]   of deals cycles ourselves personally, right?
[01:05:01.480 --> 01:05:04.040]   Without, we had a lot of books and we just did a lot of stuff
[01:05:04.040 --> 01:05:05.440]   and we learned like what messaging worked,
[01:05:05.440 --> 01:05:07.080]   like what did we need to do?
